SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_0223	2	135303	0.103565336224654	-	hypothetical protein	265869
SAUSA300_2562	21	161220	0.10356535394319	-	hypothetical protein	2772540
SAUSA300_0652	6	75434	0.103565368232857	-	hypothetical protein	728264
SAUSA300_0933	8	108539	0.103565413502431	-	hypothetical protein	1022501
SAUSA300_1891	16	98407	0.103565416460083	-	hypothetical protein	2056897
SAUSA300_1431	12	150745	0.103565464318059	-	phiSLT ORF71-like protein	1586971
SAUSA300_1386	12	114499	0.10356550697909	-	phiETA ORF59-like protein	1550725
SAUSA300_2043	17	118939	0.103565538935934	-	hypothetical protein	2207995
SAUSA300_0778	7	84558	0.103565617207952	-	hypothetical protein	867954
SAUSA300_0643	5	195196	0.103565617207953	-	acetyltransferase	717460
SAUSA300_2481	21	67662	0.10356563074648	-	hypothetical protein	2678982
SAUSA300_1478	12	195845	0.103565635415678	-	putative lipoprotein	1632071
SAUSA300_0667	6	87661	0.103565644999574	-	hypothetical protein	740491
SAUSA300_1303	11	128613	0.103565654923709	-	hypothetical protein	1434273
SAUSA300_0035	0	173017	0.103565654923709	-	hypothetical protein	42451
SAUSA300_2206	18	152477	0.103565654923709	-	hypothetical protein	2372099
SAUSA300_2330	19	156221	0.103565675858874	-	hypothetical protein	2506409
SAUSA300_1326	11	151092	0.103565728949801	-	putative cell wall enzyme EbsB	1456752
SAUSA300_2636	22	120998	0.103565748748254	-	integrase/recombinase	2862884
SAUSA300_0920	8	96383	0.103565748748254	-	hypothetical protein	1010345
SAUSA300_0585	5	137929	0.103565784441721	-	hypothetical protein	660193
SAUSA300_0507	4	175326	0.103565807639948	ctsR	transcriptional regulator CtsR	567024
SAUSA300_0068	1	76073	0.103565823917416	-	cadmium-exporting ATPase- truncation	76073
SAUSA300_2560	21	159338	0.103565858590029	-	hypothetical protein	2770658
SAUSA300_0603	5	155034	0.1035658770678	-	hypothetical protein	677298
SAUSA300_1976	16	174029	0.103565906339434	-	succinyl-diaminopimelate desuccinylase	2132519
SAUSA300_0292	3	85377	0.103565926963889	-	hypothetical protein	346509
SAUSA300_2459	20	175683	0.103565926963889	-	MarR family transcriptional regulator	2656437
SAUSA300_1010	8	191812	0.103565959703631	-	hypothetical protein	1105774
SAUSA300_1861	15	194959	0.103565971127722	-	hypothetical protein	2022883
SAUSA300_1853	15	188117	0.103565994790782	-	hypothetical protein	2016041
SAUSA300_0484	4	152574	0.103566007047089	-	hypothetical protein	544272
SAUSA300_0084	1	92713	0.103566007047089	-	hypothetical protein	92713
SAUSA300_2095	17	170577	0.103566087135545	-	hypothetical protein	2259633
SAUSA300_0439	4	101170	0.103566101674331	-	hypothetical protein	492868
SAUSA300_0781	7	86985	0.103566131878214	-	hypothetical protein	870381
SAUSA300_1909	16	117335	0.103566197167984	-	hypothetical protein	2075825
SAUSA300_0390	3	180369	0.103566232491226	-	hypothetical protein	441501
SAUSA300_1210	10	155942	0.10356626977662	-	hypothetical protein	1331036
SAUSA300_0463	4	131724	0.103566309172229	-	DNA replication intiation control protein YabA	523422
SAUSA300_2320	19	143868	0.103566309172229	-	hypothetical protein	2494056
SAUSA300_1272	11	95430	0.103566372581616	-	hypothetical protein	1401090
SAUSA300_2221	18	171284	0.103566372581616	moaD	molybdopterin converting factor- subunit 1	2390906
SAUSA300_1184	10	128692	0.103566394959182	-	hypothetical protein	1303786
SAUSA300_0048	0	190917	0.103566394959182	-	hypothetical protein	60351
SAUSA300_2134	18	88100	0.103566394959182	-	iron compound ABC transporter permease	2307722
SAUSA300_0779	7	84838	0.103566466166722	-	hypothetical protein	868234
SAUSA300_0565	5	117570	0.103566517314355	-	hypothetical protein	639834
SAUSA300_1204	10	152551	0.103566544082674	-	hypothetical protein	1327645
SAUSA300_1856	15	190638	0.103566544082674	-	hypothetical protein	2018562
SAUSA300_2054	17	128816	0.103566544082674	fabZ	-3R--hydroxymyristoyl-ACP dehydratase	2217872
SAUSA300_0577	5	129303	0.103566571691833	-	hypothetical protein	651567
SAUSA300_2217	18	168493	0.103566571691833	-	putative drug transporter	2388115
SAUSA300_0334	3	126214	0.103566629576933	-	MarR family transcriptional regulator	387346
SAUSA300_0197	2	102217	0.103566629576933	-	hypothetical protein	232783
SAUSA300_1607	13	192385	0.103566659929883	-	hypothetical protein	1759177
SAUSA300_1651	14	118516	0.103566659929883	-	CBS domain-containing protein	1815874
SAUSA300_0370	3	161516	0.103566691277949	-	putative enterotoxin	422648
SAUSA300_0540	5	84924	0.103566723665112	-	HAD family hydrolase	607188
SAUSA300_1445	12	162803	0.103566757137806	scpA	hypothetical protein	1599029
SAUSA300_2158	18	115514	0.103566827538834	-	hypothetical protein	2335136
SAUSA300_2176	18	136469	0.103566827538834	cbiO	cobalt transporter ATP-binding subunit	2356091
SAUSA300_0797	7	97618	0.103566864573889	-	ABC transporter permease	881014
SAUSA300_1241	10	184584	0.103566902908327	-	hypothetical protein	1359678
SAUSA300_2401	20	106176	0.103566902908327	-	addiction module antitoxin	2586930
SAUSA300_2509	21	104078	0.103566942603652	-	TetR family transcriptional regulator	2715398
SAUSA300_2013	17	85262	0.103566983725048	leuD	isopropylmalate isomerase small subunit	2174318
SAUSA300_0997	8	179899	0.103566983725048	-	hypothetical protein	1093861
SAUSA300_0325	3	117365	0.103567026341654	-	glycine cleavage H-protein	378497
SAUSA300_0682	6	104154	0.103567026341654	ybaK	ybaK/ebsC protein	756984
SAUSA300_0908	8	81817	0.103567026341654	ppnK	inorganic polyphosphate/ATP-NAD kinase	995779
SAUSA300_0709	6	135099	0.103567116358557	-	hypothetical protein	787929
SAUSA300_1253	11	73970	0.103567116358557	glcT	transcription antiterminator	1379630
SAUSA300_1761	15	118445	0.103567116358557	epiE	lantibiotic epidermin immunity protein F	1946369
SAUSA300_0298	3	89507	0.103567116358557	-	hypothetical protein	350639
SAUSA300_0581	5	133174	0.103567163919624	-	hypothetical protein	655438
SAUSA300_0564	5	117069	0.103567213298158	-	hypothetical protein	639333
SAUSA300_0849	7	144934	0.103567213298158	mnhG	putative monovalent cation/H+ antiporter subunit G	928330
SAUSA300_0079	1	88681	0.103567264587953	-	putative lipoprotein	88681
SAUSA300_1760	15	117750	0.103567264587953	epiG	lantibiotic epidermin immunity protein F	1945674
SAUSA300_1230	10	172713	0.103567317888932	-	hypothetical protein	1347807
SAUSA300_0090	1	99264	0.103567373307638	-	hypothetical protein	99264
SAUSA300_0431	4	93029	0.103567373307638	-	hypothetical protein	484727
SAUSA300_2535	21	125330	0.103567430957759	panE	2-dehydropantoate 2-reductase	2736650
SAUSA300_0210	2	119247	0.103567490960719	-	maltose ABC transporter permease	249813
SAUSA300_0666	6	87093	0.103567490960719	-	hypothetical protein	739923
SAUSA300_1721	15	76297	0.10356749096072	-	hypothetical protein	1904221
SAUSA300_0072	1	80397	0.103567553446315	-	hypothetical protein	80397
SAUSA300_0745	6	178886	0.103567618553416	-	putative acetyltransferase	831716
SAUSA300_0462	4	131360	0.103567686430741	-	hypothetical protein	523058
SAUSA300_1665	14	133772	0.103567686430741	-	hypothetical protein	1831130
SAUSA300_2488	21	78238	0.103567686430741	feoA	ferrous iron transport protein A	2689558
SAUSA300_0267	2	188808	0.103567757237707	-	transposase	319374
SAUSA300_0421	4	82092	0.103567757237707	-	hypothetical protein	473790
SAUSA300_2093	17	167661	0.103567757237707	-	hypothetical protein	2256717
SAUSA300_1041	9	93206	0.103567989011435	-	hypothetical protein	1137734
SAUSA300_1862	15	195770	0.103567989011435	-	hypothetical protein	2023694
SAUSA300_1904	16	112950	0.103567989011435	-	hypothetical protein	2071440
SAUSA300_2243	18	190053	0.103567989011435	ureG	urease accessory protein UreG	2409675
SAUSA300_2390	20	92864	0.103567989011435	opuCd	glycine betaine/carnitine/choline transport system permease	2573618
SAUSA300_0293	3	86009	0.103568161672162	-	hypothetical protein	347141
SAUSA300_2626	22	110614	0.103568161672162	-	hypothetical protein	2852500
SAUSA300_0414	4	75995	0.103568254135085	-	tandem lipoprotein	467693
SAUSA300_2388	20	90009	0.103568351035639	panE	2-dehydropantoate 2-reductase	2570763
SAUSA300_0183	2	81309	0.103568452662399	-	hypothetical protein	211875
SAUSA300_2300	19	122828	0.103568452662399	-	TetR family transcriptional regulator	2473016
SAUSA300_0219	2	128457	0.103568452662399	-	putative iron compound A C transporter- iron compound-binding protein	259023
SAUSA300_0721	6	149025	0.103568559327787	-	transferrin receptor	801855
SAUSA300_0575	5	127942	0.103568671370474	-	hypothetical protein	650206
SAUSA300_0644	6	66172	0.103568789158068	-	hypothetical protein	719002
SAUSA300_2432	20	136932	0.103568913090137	-	MutT/NUDIX family hydrolase	2617686
SAUSA300_2611	22	95954	0.103568913090138	hisD	histidinol dehydrogenase	2837840
SAUSA300_1871	16	72896	0.103569043601602	-	hypothetical protein	2031386
SAUSA300_2005	17	74845	0.103569043601602	-	hypothetical protein	2163901
SAUSA300_2418	20	123880	0.103569043601602	-	hypothetical protein	2604634
SAUSA300_0789	7	91823	0.103569181166554	-	putative thioredoxin	875219
SAUSA300_0086	1	95542	0.103569181166554	-	hypothetical protein	95542
SAUSA300_0332	3	123180	0.103569181166554	-	PTS system- IIA component	384312
SAUSA300_1126	9	188043	0.103569181166554	rnc	ribonuclease III	1232571
SAUSA300_1798	15	153084	0.103569181166554	-	DNA-binding response regulator	1981008
SAUSA300_2547	21	142253	0.103569181166554	-	hypothetical protein	2753573
SAUSA300_0761	7	66925	0.103569326302567	-	hypothetical protein	850321
SAUSA300_0916	8	91769	0.103569326302567	-	hypothetical protein	1005731
SAUSA300_1170	10	114315	0.103569326302567	-	GntR family transcriptional regulator	1289409
SAUSA300_1297	11	121344	0.103569326302567	-	acylphosphatase	1427004
SAUSA300_1925	16	132176	0.103569479575577	-	phiPVL ORF17-like protein	2090666
SAUSA300_2523	21	114446	0.103569479575577	-	hypothetical protein	2725766
SAUSA300_1712	15	66996	0.1035696416054	ribH	6-7-dimethyl-8-ribityllumazine synthase	1894920
SAUSA300_1408	12	136882	0.1035696416054	-	phage helicase	1573108
SAUSA300_1450	12	167232	0.103569813072013	-	aldo/keto reductase family oxidoreductase	1603458
SAUSA300_2231	18	179154	0.103569813072013	fdhD	formate dehydrogenase accessory protein	2398776
SAUSA300_0372	3	163006	0.103569813072013	-	hypothetical protein	424138
SAUSA300_0470	4	138475	0.103569813072013	ksgA	dimethyladenosine transferase	530173
SAUSA300_0970	8	148722	0.103569994722696	purQ	phosphoribosylformylglycinamidine synthase I	1062684
SAUSA300_1288	11	114291	0.103569994722696	dapA	dihydrodipicolinate synthase	1419951
SAUSA300_1273	11	96027	0.103569994722696	opp-2F	oligopeptide permease- ATP-binding protein	1401687
SAUSA300_0907	8	80991	0.103570187380191	-	GTP pyrophosphokinase	994953
SAUSA300_2632	22	116743	0.103570187380191	-	hypothetical protein	2858629
SAUSA300_2073	17	145678	0.103570187380191	tdk	thymidine kinase	2234734
SAUSA300_0102	1	112626	0.10357039195203	-	tandem lipoprotein	112626
SAUSA300_0854	7	147872	0.10357039195203	mnhB	putative monovalent cation/H+ antiporter subunit B	931268
SAUSA300_1726	15	81793	0.10357039195203	-	crcB family protein	1909717
SAUSA300_2145	18	101226	0.10357039195203	-	glycine betaine transporter	2320848
SAUSA300_1913	16	119691	0.10357060944124	-	ABC transporter ATP-binding protein	2078181
SAUSA300_0214	2	123326	0.10357060944124	-	hypothetical protein	253892
SAUSA300_1343	12	71799	0.10357060944124	nth	endonuclease III	1508025
SAUSA300_1524	13	108523	0.10357060944124	-	CBS domain-containing protein	1675315
SAUSA300_1739	15	95701	0.103570840958666	-	hypothetical protein	1923625
SAUSA300_2577	21	181083	0.103570840958666	manA	mannose-6-phosphate isomerase	2792403
SAUSA300_0038	0	178108	0.103571087737178	ccrA	cassette chromosome recombinase A	47542
SAUSA300_0679	6	100956	0.103571087737178	-	hypothetical protein	753786
SAUSA300_0795	7	95655	0.103571087737178	-	hypothetical protein	879051
SAUSA300_1957	16	156148	0.103571087737178	-	phiPVL ORF046-like protein	2114638
SAUSA300_0739	6	169789	0.103571351148119	-	LysM domain-containing protein	822619
SAUSA300_0788	7	91673	0.103571351148119	-	nitroreductase family protein	875069
SAUSA300_2453	20	169385	0.103571351148119	-	ABC transporter ATP-binding protein	2650139
SAUSA300_0832	7	128665	0.103571351148119	-	hypothetical protein	912061
SAUSA300_1367	12	97633	0.103571351148119	cmk	cytidylate kinase	1533859
SAUSA300_2597	22	81782	0.103571351148119	cap1B	capsular polysaccharide biosynthesis protein Cap1B	2823668
SAUSA300_0050	0	191415	0.103571632720391	-	hypothetical protein	60849
SAUSA300_1984	16	184238	0.103571632720391	-	hypothetical protein	2142728
SAUSA300_1972	16	169159	0.103571632720391	int	integrase	2127649
SAUSA300_0074	1	82906	0.103571934162697	opp-3B	oligopeptide permease- channel-forming protein	82906
SAUSA300_0309	3	99134	0.103571934162697	-	ABC transporter ATP-binding protein	360266
SAUSA300_2426	20	130447	0.103571934162697	-	hypothetical protein	2611201
SAUSA300_0161	1	184333	0.103572257389515	cap5J	capsular polysaccharide biosynthesis protein Cap5J	184333
SAUSA300_1673	14	141949	0.103572257389515	-	1-acyl-sn-glycerol-3-phosphate acyltransferases	1839307
SAUSA300_0100	1	110970	0.103572604551568	-	tandem lipoprotein	110970
SAUSA300_0175	2	67490	0.103572604551568	-	putative lipoprotein	198056
SAUSA300_0302	3	91540	0.103572604551568	-	hypothetical protein	352672
SAUSA300_0723	6	150724	0.103572604551568	-	hypothetical protein	803554
SAUSA300_2159	18	116728	0.103572604551568	-	aldo/keto reductase family protein	2336350
SAUSA300_0263	2	184874	0.103572978071694	rbsD	D-ribose pyranase	315440
SAUSA300_0272	2	193452	0.103572978071694	-	hypothetical protein	324018
SAUSA300_0338	3	130895	0.103572978071694	-	glyoxalase family protein	392027
SAUSA300_0480	4	146099	0.103572978071694	pth	peptidyl-tRNA hydrolase	537797
SAUSA300_0549	5	101687	0.103572978071694	-	glycosyl transferase- group 1 family protein	623951
SAUSA300_0675	6	96422	0.103572978071694	-	hypothetical protein	749252
SAUSA300_0851	7	145561	0.103572978071694	mnhE	putative monovalent cation/H+ antiporter subunit E	928957
SAUSA300_1108	9	169545	0.103572978071694	def	peptide deformylase	1214073
SAUSA300_2274	19	94734	0.103572978071694	-	hypothetical protein	2444922
SAUSA300_2449	20	164110	0.103572978071694	-	putative transporter	2644864
SAUSA300_2609	22	94378	0.103572978071694	hisB	imidazoleglycerol-phosphate dehydratase	2836264
SAUSA300_2553	21	150025	0.103573380687227	-	precorrin-2 dehydrogenase	2761345
SAUSA300_0044	0	185798	0.103573380687227	-	metallo-beta-lactamase family protein	55232
SAUSA300_1805	15	159976	0.103573380687227	-	RNA methyltransferase	1987900
SAUSA300_0985	8	166509	0.103573380687227	-	hypothetical protein	1080471
SAUSA300_1656	14	124731	0.103573815500282	-	universal stress protein	1822089
SAUSA300_2031	17	103207	0.103573815500282	-	hypothetical protein	2192263
SAUSA300_0258	2	179390	0.103573815500282	-	GntR family transcriptional regulator	309956
SAUSA300_1247	10	195389	0.103573815500282	-	hypothetical protein	1370483
SAUSA300_2247	18	192243	0.103573815500282	-	hypothetical protein	2411865
SAUSA300_2630	22	115572	0.103573815500282	nixA	high-affinity nickel-transporter	2857458
SAUSA300_0719	6	147120	0.103574286037683	-	iron compound ABC transporter permease	799950
SAUSA300_0616	5	165705	0.103574796322698	-	putative monovalent cation/H+ antiporter subunit G	687969
SAUSA300_0713	6	138756	0.103574796322698	folE	7-cyano-7-deazaguanine reductase	791586
SAUSA300_0843	7	138087	0.103574796322698	-	hypothetical protein	921483
SAUSA300_2383	20	82831	0.103574796322698	-	amino acid permease	2563585
SAUSA300_2415	20	120551	0.103574796322698	-	hypothetical protein	2601305
SAUSA300_0217	2	126153	0.103575350961309	-	AraC family DNA-binding response regulator	256719
SAUSA300_0661	6	84217	0.103575350961309	-	hypothetical protein	737047
SAUSA300_1440	12	157774	0.103575350961309	-	hypothetical protein	1594000
SAUSA300_2003	17	73765	0.103575350961309	rimI	ribosomal-protein-alanine acetyltransferase	2162821
SAUSA300_2211	18	158788	0.103575350961309	-	hypothetical protein	2378410
SAUSA300_2620	22	105659	0.103575350961309	-	hypothetical protein	2847545
SAUSA300_0436	4	98770	0.103575955246507	-	ABC transporter permease	490468
SAUSA300_1231	10	173245	0.103575955246507	-	gamma-aminobutyrate permease	1348339
SAUSA300_2555	21	152968	0.103575955246507	-	glutathione peroxidase	2764288
SAUSA300_0299	3	90019	0.103575955246507	-	hypothetical protein	351151
SAUSA300_0941	8	116742	0.103575955246507	-	putative ferrichrome ABC transporter	1030704
SAUSA300_2297	19	119319	0.103575955246507	-	hypothetical protein	2469507
SAUSA300_2267	19	87276	0.103576615285014	-	HAD superfamily hydrolase	2437464
SAUSA300_0083	1	91958	0.103576615285014	-	hypothetical protein	91958
SAUSA300_0296	3	87528	0.103576615285014	-	hypothetical protein	348660
SAUSA300_1485	13	73513	0.103576615285014	-	hypothetical protein	1640305
SAUSA300_2091	17	166897	0.103576615285014	deoD	purine nucleoside phosphorylase	2255953
SAUSA300_2356	19	183166	0.103576615285014	fmhA	fmhA protein	2533354
SAUSA300_0173	2	65420	0.103577338152151	-	hypothetical protein	195986
SAUSA300_1276	11	98304	0.103577338152151	opp-2B	oligopeptide permease- channel-forming protein	1403964
SAUSA300_2164	18	123552	0.103577338152151	-	hypothetical protein	2343174
SAUSA300_0287	3	81018	0.103577338152151	-	hypothetical protein	342150
SAUSA300_1203	10	151127	0.103577338152151	-	hypothetical protein	1326221
SAUSA300_2056	17	130666	0.103577338152151	-	hypothetical protein	2219722
SAUSA300_2220	18	170678	0.103577338152151	mobA	molybdopterin-guanine dinucleotide biosynthesis protein MobA	2390300
SAUSA300_1763	15	119918	0.103577338152152	epiP	lantibiotic epidermin leader peptide processing serine protease EpiP	1947842
SAUSA300_1986	16	186339	0.103577338152152	-	hypothetical protein	2144829
SAUSA300_2036	17	111820	0.103577338152152	kdpE	DNA-binding response regulator- KdpE	2200876
SAUSA300_2168	18	129046	0.103577338152152	-	hypothetical protein	2348668
SAUSA300_0893	8	68851	0.103578132082208	oppF	oligopeptide ABC transporter ATP-binding protein	982813
SAUSA300_1693	14	169643	0.103578132082208	-	hypothetical protein	1867001
SAUSA300_0192	2	94453	0.103578132082208	-	hypothetical protein	225019
SAUSA300_0450	4	116400	0.103578132082208	treR	trehalose operon repressor	508098
SAUSA300_0579	5	131777	0.103578132082208	-	hypothetical protein	654041
SAUSA300_2001	17	72645	0.103578132082208	-	DNA mismatch repair protein-like protein	2161701
SAUSA300_2028	17	100790	0.103578132082208	acpS	4--phosphopantetheinyl transferase	2189846
SAUSA300_2327	19	153737	0.103578132082208	-	hypothetical protein	2503925
SAUSA300_2442	20	155516	0.103578132082208	gntP	gluconate permease	2636270
SAUSA300_2322	19	146567	0.103579006703934	-	TetR family transcriptional regulator	2496755
SAUSA300_0190	2	88853	0.103579006703934	ipdC	indole-3-pyruvate decarboxylase	219419
SAUSA300_0344	3	135746	0.103579006703934	-	putative lipoprotein	396878
SAUSA300_1011	8	191981	0.103579006703934	-	hypothetical protein	1105943
SAUSA300_1222	10	164766	0.103579006703934	nuc	thermonuclease	1339860
SAUSA300_0894	8	69834	0.103579006703935	oppD	oligopeptide ABC transporter ATP-binding protein	983796
SAUSA300_2607	22	93106	0.103579006703935	hisA	1--5-phosphoribosyl--5-[-5-phosphoribosylamino-methylideneamino] imidazole-4-carboxamide isomerase	2834992
SAUSA300_1745	15	98731	0.103579973333809	-	hypothetical protein	1926655
SAUSA300_2301	19	123058	0.103579973333809	tcaB	teicoplanin resistance associated membrane protein TcaB protein	2473246
SAUSA300_0645	6	66862	0.10357997333381	-	DNA-binding response regulator	719692
SAUSA300_1469	12	188396	0.103581045343858	argR	arginine repressor	1624622
SAUSA300_2519	21	110400	0.103581045343858	-	putative cobalamin synthesis protein	2721720
SAUSA300_2572	21	172792	0.103581045343858	aur	zinc metalloproteinase aureolysin	2784112
SAUSA300_0354	3	143205	0.103581045343858	ltrA	hypothetical protein	404337
SAUSA300_1905	16	114614	0.103581045343858	-	hypothetical protein	2073104
SAUSA300_0322	3	114497	0.103582238626509	-	Oye family NADH-dependent flavin oxidoreductase	375629
SAUSA300_0654	6	78785	0.103582238626509	sarX	hypothetical protein	731615
SAUSA300_1191	10	138028	0.103582238626509	glpF	glycerol uptake facilitator	1313122
SAUSA300_1580	13	165432	0.103582238626509	-	luciferase family protein	1732224
SAUSA300_1902	16	110678	0.103582238626509	-	hypothetical protein	2069168
SAUSA300_2244	18	190889	0.103582238626509	ureD	urease accessory protein UreD	2410511
SAUSA300_2436	20	144162	0.103582238626509	-	putative cell wall surface anchor family protein	2624916
SAUSA300_0810	7	107396	0.103583572186866	-	hypothetical protein	890792
SAUSA300_1670	14	138968	0.103583572186866	serA	D-3-phosphoglycerate dehydrogenase	1836326
SAUSA300_1762	15	119203	0.103583572186866	epiF	lantibiotic epidermin immunity protein F	1947127
SAUSA300_2287	19	108812	0.103583572186866	-	hypothetical protein	2459000
SAUSA300_0159	1	182039	0.103583572186866	cap5H	capsular polysaccharide biosynthesis protein Cap5H	182039
SAUSA300_0391	3	181298	0.103583572186866	-	hypothetical protein	442430
SAUSA300_0399	3	190674	0.103583572186866	-	superantigen-like protein 5	451806
SAUSA300_0030	0	169122	0.103583572186866	-	putative glycerophosphoryl diester phosphodiesterase	38556
SAUSA300_1298	11	121992	0.103583572186866	-	hypothetical protein	1427652
SAUSA300_2080	17	153972	0.103583572186866	-	hypothetical protein	2243028
SAUSA300_0162	1	185531	0.103585068903939	cap5K	capsular polysaccharide biosynthesis protein Cap5K	185531
SAUSA300_0599	5	151956	0.103585068903939	-	iron compound ABC transporter permease	674220
SAUSA300_0684	6	106085	0.103585068903939	fruB	fructose 1-phosphate kinase	758915
SAUSA300_0909	8	82668	0.103585068903939	-	RluA family pseudouridine synthase	996630
SAUSA300_0969	8	148049	0.103585068903939	purS	phosphoribosylformylglycinamidine synthase	1062011
SAUSA300_1870	16	72347	0.103585068903939	-	hypothetical protein	2030837
SAUSA300_2276	19	96782	0.103585068903939	-	M20/M25/M40 family peptidase	2446970
SAUSA300_0753	6	186576	0.10358675651825	-	hypothetical protein	839406
SAUSA300_0979	8	159198	0.10358675651825	-	hypothetical protein	1073160
SAUSA300_1530	13	113458	0.10358675651825	-	hypothetical protein	1680250
SAUSA300_2557	21	156886	0.10358675651825	-	ABC transporter protein	2768206
SAUSA300_0803	7	101875	0.103586756518251	-	Cro/CI family transcriptional regulator	885271
SAUSA300_1995	16	194166	0.103586756518251	scrR	sucrose operon repressor	2152656
SAUSA300_0547	5	96238	0.103588668926122	sdrD	sdrD protein	618502
SAUSA300_0796	7	96930	0.103588668926122	-	ABC transporter ATP-binding protein	880326
SAUSA300_2588	22	68140	0.103588668926122	secY	preprotein translocase subunit SecY	2810026
SAUSA300_1059	9	114243	0.103588668926122	-	superantigen-like protein	1158771
SAUSA300_2373	20	69466	0.103588668926122	bioD	dethiobiotin synthase	2550220
SAUSA300_2520	21	111388	0.103588668926122	-	transporter gate domain-containing protein	2722708
SAUSA300_2273	19	93196	0.103590847894538	-	Na+/H+ antiporter family protein	2443384
SAUSA300_2456	20	173917	0.103590847894538	-	hypothetical protein	2654671
SAUSA300_0950	8	124317	0.103590847894538	sspB	cysteine protease	1038279
SAUSA300_2430	20	132990	0.103590847894538	-	tandem lipoprotein	2613744
SAUSA300_0206	2	113799	0.103593345360283	-	azoreductase	244365
SAUSA300_0636	5	189919	0.103593345360283	-	dihydroxyacetone kinase subunit DhaK	712183
SAUSA300_1260	11	81968	0.103593345360283	-	prephenate dehydrogenase	1387628
SAUSA300_2103	17	180125	0.103593345360283	-	ABC transporter ATP-binding protein	2269181
SAUSA300_2248	18	193012	0.103593345360283	-	AraC family transcriptional regulator	2412634
SAUSA300_2584	21	192267	0.103593345360283	-	preprotein translocase subunit SecA	2803587
SAUSA300_0253	2	175288	0.103593345360283	scdA	cell wall biosynthesis protein ScdA	305854
SAUSA300_1271	11	95382	0.103593345360283	-	hydrolase-like protein	1401042
SAUSA300_1608	13	192737	0.103593345360283	radC	DNA repair protein RadC	1759529
SAUSA300_2537	21	126398	0.103593345360283	-	L-lactate dehydrogenase	2737718
SAUSA300_0307	3	97146	0.103596226552459	-	5--nucleotidase	358278
SAUSA300_0396	3	186966	0.103596226552459	set7	superantigen-like protein	448098
SAUSA300_0568	5	119782	0.103596226552459	-	hypothetical protein	642046
SAUSA300_0646	6	67895	0.103596226552459	-	sensor histidine kinase	720725
SAUSA300_1088	9	146389	0.103596226552459	-	glyoxalase family protein	1190917
SAUSA300_2374	20	70604	0.103596226552459	-	ABC transporter ATP-binding/permease	2551358
SAUSA300_2421	20	125877	0.103596226552459	-	hypothetical protein	2606631
SAUSA300_0089	1	97421	0.103596226552459	-	hypothetical protein	97421
SAUSA300_0031	0	169647	0.103599574293389	-	hypothetical protein	39081
SAUSA300_0286	3	80701	0.103599574293389	-	hypothetical protein	341833
SAUSA300_1463	12	181063	0.103599574293389	-	hypothetical protein	1617289
SAUSA300_2324	19	147643	0.103599574293389	-	PTS system- sucrose-specific IIBC component	2497831
SAUSA300_2476	20	191522	0.103599574293389	ptsG	phosphotransferase system- glucose-specific IIABC component	2672276
SAUSA300_2591	22	78227	0.103599574293389	-	hypothetical protein	2820113
SAUSA300_0449	4	115647	0.103599574293389	treC	alpha-alpha-phosphotrehalase	507345
SAUSA300_1482	13	69176	0.103599574293389	-	FtsK/SpoIIIE family protein	1635968
SAUSA300_1737	15	92656	0.103599574293389	menE	O-succinylbenzoate-CoA ligase	1920580
SAUSA300_2254	19	71546	0.103599574293389	-	glycerate dehydrogenase-like protein	2421734
SAUSA300_2434	20	140573	0.103599574293389	-	transporter protein	2621327
SAUSA300_0231	2	148258	0.103599574293389	-	ABC transporter substrate-binding protein	278824
SAUSA300_0419	4	80454	0.103599574293389	-	tandem lipoprotein	472152
SAUSA300_2101	17	176978	0.103599574293389	-	SAP domain-containing protein	2266034
SAUSA300_2593	22	79114	0.103599574293389	-	hypothetical protein	2821000
SAUSA300_0093	1	102072	0.103603495014872	-	transcriptional regulator	102072
SAUSA300_0878	7	182045	0.103603495014872	-	LysR family transcriptional regulator	965441
SAUSA300_1060	9	115067	0.103603495014872	-	superantigen-like protein	1159595
SAUSA300_2347	19	174359	0.103603495014872	nirR	nitrite reductase transcriptional regulator NirR	2524547
SAUSA300_2517	21	109403	0.103603495014872	-	amidohydrolase family protein	2720723
SAUSA300_0297	3	88421	0.103603495014872	-	putative lipoprotein	349553
SAUSA300_0335	3	127676	0.103603495014872	-	MATE efflux family protein	388808
SAUSA300_1585	13	168079	0.103603495014872	-	hypothetical protein	1734871
SAUSA300_2290	19	112821	0.103603495014872	-	putative 3-methyladenine DNA glycosylase	2463009
SAUSA300_2355	19	181302	0.103603495014872	-	putative lipoprotein	2531490
SAUSA300_2545	21	137977	0.103603495014872	betA	choline dehydrogenase	2749297
SAUSA300_0876	7	179174	0.103608127318532	-	hypothetical protein	962570
SAUSA300_2083	17	156669	0.103608127318532	-	acetyltransferase	2245725
SAUSA300_2088	17	163114	0.103608127318532	luxS	S-ribosylhomocysteinase	2252170
SAUSA300_2237	18	184676	0.103608127318532	-	putative urea transporter	2404298
SAUSA300_0398	3	189606	0.103608127318533	-	superantigen-like protein	450738
SAUSA300_0186	2	84091	0.103608127318533	argC	N-acetyl-gamma-glutamyl-phosphate reductase	214657
SAUSA300_2575	21	178102	0.103608127318533	-	BglG family transcriptional antiterminator	2789422
SAUSA300_0199	2	104241	0.103613654388078	-	hypothetical protein	234807
SAUSA300_0441	4	102458	0.103613654388078	-	acetyltransferase	494156
