SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_2327	19	153737	0.599921976912906	-	hypothetical protein	2503925
SAUSA300_2442	20	155516	0.599921976912906	gntP	gluconate permease	2636270
SAUSA300_0894	8	69834	0.599923084812432	oppD	oligopeptide ABC transporter ATP-binding protein	983796
SAUSA300_2607	22	93106	0.599923084812432	hisA	1--5-phosphoribosyl--5-[-5-phosphoribosylamino-methylideneamino] imidazole-4-carboxamide isomerase	2834992
SAUSA300_0190	2	88853	0.599923084812432	ipdC	indole-3-pyruvate decarboxylase	219419
SAUSA300_0344	3	135746	0.599923084812432	-	putative lipoprotein	396878
SAUSA300_1011	8	191981	0.599923084812432	-	hypothetical protein	1105943
SAUSA300_1222	10	164766	0.599923084812432	nuc	thermonuclease	1339860
SAUSA300_2322	19	146567	0.599923084812432	-	TetR family transcriptional regulator	2496755
SAUSA300_0645	6	66862	0.599924309266138	-	DNA-binding response regulator	719692
SAUSA300_1745	15	98731	0.599924309266138	-	hypothetical protein	1926655
SAUSA300_2264	19	84394	0.599924309266138	-	RpiR family phosphosugar-binding transcriptional regulator	2434582
SAUSA300_2301	19	123058	0.599924309266138	tcaB	teicoplanin resistance associated membrane protein TcaB protein	2473246
SAUSA300_1469	12	188396	0.599925667214557	argR	arginine repressor	1624622
SAUSA300_2519	21	110400	0.599925667214557	-	putative cobalamin synthesis protein	2721720
SAUSA300_2572	21	172792	0.599925667214557	aur	zinc metalloproteinase aureolysin	2784112
SAUSA300_0354	3	143205	0.599925667214557	ltrA	hypothetical protein	404337
SAUSA300_1905	16	114614	0.599925667214557	-	hypothetical protein	2073104
SAUSA300_0322	3	114497	0.59992717879149	-	Oye family NADH-dependent flavin oxidoreductase	375629
SAUSA300_0654	6	78785	0.59992717879149	sarX	hypothetical protein	731615
SAUSA300_0110	1	125321	0.59992717879149	-	GntR family transcriptional regulator	125321
SAUSA300_1191	10	138028	0.599927178791491	glpF	glycerol uptake facilitator	1313122
SAUSA300_1580	13	165432	0.599927178791491	-	luciferase family protein	1732224
SAUSA300_1902	16	110678	0.599927178791491	-	hypothetical protein	2069168
SAUSA300_2244	18	190889	0.599927178791491	ureD	urease accessory protein UreD	2410511
SAUSA300_2436	20	144162	0.599927178791491	-	putative cell wall surface anchor family protein	2624916
SAUSA300_0030	0	169122	0.599928868074472	-	putative glycerophosphoryl diester phosphodiesterase	38556
SAUSA300_0185	2	82838	0.599928868074472	argJ	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein	213404
SAUSA300_1298	11	121992	0.599928868074472	-	hypothetical protein	1427652
SAUSA300_2080	17	153972	0.599928868074472	-	hypothetical protein	2243028
SAUSA300_0159	1	182039	0.599928868074473	cap5H	capsular polysaccharide biosynthesis protein Cap5H	182039
SAUSA300_0233	2	150444	0.599928868074473	-	hypothetical protein	281010
SAUSA300_1499	13	86072	0.599928868074473	aroK	shikimate kinase	1652864
SAUSA300_2287	19	108812	0.599928868074473	-	hypothetical protein	2459000
SAUSA300_0391	3	181298	0.599928868074473	-	hypothetical protein	442430
SAUSA300_0399	3	190674	0.599928868074473	-	superantigen-like protein 5	451806
SAUSA300_0810	7	107396	0.599928868074473	-	hypothetical protein	890792
SAUSA300_1670	14	138968	0.599928868074473	serA	D-3-phosphoglycerate dehydrogenase	1836326
SAUSA300_1762	15	119203	0.599928868074473	epiF	lantibiotic epidermin immunity protein F	1947127
SAUSA300_0599	5	151956	0.599930764049361	-	iron compound ABC transporter permease	674220
SAUSA300_0684	6	106085	0.599930764049361	fruB	fructose 1-phosphate kinase	758915
SAUSA300_0909	8	82668	0.599930764049361	-	RluA family pseudouridine synthase	996630
SAUSA300_0162	1	185531	0.599930764049362	cap5K	capsular polysaccharide biosynthesis protein Cap5K	185531
SAUSA300_0969	8	148049	0.599930764049362	purS	phosphoribosylformylglycinamidine synthase	1062011
SAUSA300_1870	16	72347	0.599930764049362	-	hypothetical protein	2030837
SAUSA300_0979	8	159198	0.599932901861787	-	hypothetical protein	1073160
SAUSA300_1995	16	194166	0.599932901861787	scrR	sucrose operon repressor	2152656
SAUSA300_0803	7	101875	0.599932901861787	-	Cro/CI family transcriptional regulator	885271
SAUSA300_0753	6	186576	0.599932901861787	-	hypothetical protein	839406
SAUSA300_1530	13	113458	0.599932901861787	-	hypothetical protein	1680250
SAUSA300_2557	21	156886	0.599932901861787	-	ABC transporter protein	2768206
SAUSA300_0796	7	96930	0.599935324457308	-	ABC transporter ATP-binding protein	880326
SAUSA300_2588	22	68140	0.599935324457308	secY	preprotein translocase subunit SecY	2810026
SAUSA300_0547	5	96238	0.599935324457308	sdrD	sdrD protein	618502
SAUSA300_1059	9	114243	0.599935324457308	-	superantigen-like protein	1158771
SAUSA300_2373	20	69466	0.599935324457308	bioD	dethiobiotin synthase	2550220
SAUSA300_2520	21	111388	0.599935324457308	-	transporter gate domain-containing protein	2722708
SAUSA300_1311	11	138770	0.599938084754574	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	1444430
SAUSA300_2273	19	93196	0.599938084754575	-	Na+/H+ antiporter family protein	2443384
SAUSA300_2456	20	173917	0.599938084754575	-	hypothetical protein	2654671
SAUSA300_0950	8	124317	0.599938084754575	sspB	cysteine protease	1038279
SAUSA300_2430	20	132990	0.599938084754575	-	tandem lipoprotein	2613744
SAUSA300_0636	5	189919	0.599941248559086	-	dihydroxyacetone kinase subunit DhaK	712183
SAUSA300_1260	11	81968	0.599941248559086	-	prephenate dehydrogenase	1387628
SAUSA300_2103	17	180125	0.599941248559086	-	ABC transporter ATP-binding protein	2269181
SAUSA300_2248	18	193012	0.599941248559086	-	AraC family transcriptional regulator	2412634
SAUSA300_0206	2	113799	0.599941248559086	-	azoreductase	244365
SAUSA300_2584	21	192267	0.599941248559086	-	preprotein translocase subunit SecA	2803587
SAUSA300_0253	2	175288	0.599941248559086	scdA	cell wall biosynthesis protein ScdA	305854
SAUSA300_1271	11	95382	0.599941248559086	-	hydrolase-like protein	1401042
SAUSA300_1608	13	192737	0.599941248559086	radC	DNA repair protein RadC	1759529
SAUSA300_2489	21	78681	0.599941248559086	-	antibiotic transport-associated protein-like protein	2690001
SAUSA300_2537	21	126398	0.599941248559086	-	L-lactate dehydrogenase	2737718
SAUSA300_0089	1	97421	0.599944898520594	-	hypothetical protein	97421
SAUSA300_0307	3	97146	0.599944898520595	-	5--nucleotidase	358278
SAUSA300_0396	3	186966	0.599944898520595	set7	superantigen-like protein	448098
SAUSA300_0568	5	119782	0.599944898520595	-	hypothetical protein	642046
SAUSA300_0646	6	67895	0.599944898520595	-	sensor histidine kinase	720725
SAUSA300_1088	9	146389	0.599944898520595	-	glyoxalase family protein	1190917
SAUSA300_2421	20	125877	0.599944898520595	-	hypothetical protein	2606631
SAUSA300_0231	2	148258	0.599949139584304	-	ABC transporter substrate-binding protein	278824
SAUSA300_0419	4	80454	0.599949139584304	-	tandem lipoprotein	472152
SAUSA300_0449	4	115647	0.599949139584304	treC	alpha-alpha-phosphotrehalase	507345
SAUSA300_1482	13	69176	0.599949139584304	-	FtsK/SpoIIIE family protein	1635968
SAUSA300_1737	15	92656	0.599949139584304	menE	O-succinylbenzoate-CoA ligase	1920580
SAUSA300_2101	17	176978	0.599949139584304	-	SAP domain-containing protein	2266034
SAUSA300_2254	19	71546	0.599949139584304	-	glycerate dehydrogenase-like protein	2421734
SAUSA300_2434	20	140573	0.599949139584304	-	transporter protein	2621327
SAUSA300_2593	22	79114	0.599949139584304	-	hypothetical protein	2821000
SAUSA300_0031	0	169647	0.599949139584304	-	hypothetical protein	39081
SAUSA300_0286	3	80701	0.599949139584304	-	hypothetical protein	341833
SAUSA300_1463	12	181063	0.599949139584304	-	hypothetical protein	1617289
SAUSA300_2324	19	147643	0.599949139584304	-	PTS system- sucrose-specific IIBC component	2497831
SAUSA300_2476	20	191522	0.599949139584304	ptsG	phosphotransferase system- glucose-specific IIABC component	2672276
SAUSA300_2591	22	78227	0.599949139584304	-	hypothetical protein	2820113
SAUSA300_0878	7	182045	0.599954106616692	-	LysR family transcriptional regulator	965441
SAUSA300_1060	9	115067	0.599954106616692	-	superantigen-like protein	1159595
SAUSA300_0093	1	102072	0.599954106616693	-	transcriptional regulator	102072
SAUSA300_0297	3	88421	0.599954106616693	-	putative lipoprotein	349553
SAUSA300_0335	3	127676	0.599954106616693	-	MATE efflux family protein	388808
SAUSA300_1585	13	168079	0.599954106616693	-	hypothetical protein	1734871
SAUSA300_2290	19	112821	0.599954106616693	-	putative 3-methyladenine DNA glycosylase	2463009
SAUSA300_2355	19	181302	0.599954106616693	-	putative lipoprotein	2531490
SAUSA300_2517	21	109403	0.599954106616693	-	amidohydrolase family protein	2720723
SAUSA300_2545	21	137977	0.599954106616693	betA	choline dehydrogenase	2749297
SAUSA300_0186	2	84091	0.599959975256888	argC	N-acetyl-gamma-glutamyl-phosphate reductase	214657
SAUSA300_2083	17	156669	0.599959975256888	-	acetyltransferase	2245725
SAUSA300_2088	17	163114	0.599959975256888	luxS	S-ribosylhomocysteinase	2252170
SAUSA300_2237	18	184676	0.599959975256888	-	putative urea transporter	2404298
SAUSA300_2575	21	178102	0.599959975256888	-	BglG family transcriptional antiterminator	2789422
SAUSA300_0398	3	189606	0.599959975256888	-	superantigen-like protein	450738
SAUSA300_0876	7	179174	0.599959975256888	-	hypothetical protein	962570
SAUSA300_0076	1	84407	0.599966977652256	-	ABC transporter ATP-binding protein	84407
SAUSA300_0953	8	128468	0.599966977652256	-	hypothetical protein	1042430
SAUSA300_2115	18	71998	0.599966977652256	tnp	IS1181- transposase	2291620
SAUSA300_0199	2	104241	0.599966977652256	-	hypothetical protein	234807
SAUSA300_0441	4	102458	0.599966977652256	-	acetyltransferase	494156
SAUSA300_0534	5	75927	0.599966977652256	-	amidohydrolase	598191
SAUSA300_0798	7	98457	0.599966977652256	-	ABC transporter substrate-binding protein	881853
SAUSA300_1106	9	168392	0.599966977652256	-	putative lipoprotein	1212920
SAUSA300_1324	11	150150	0.599966977652256	-	hypothetical protein	1455810
SAUSA300_0265	2	186406	0.59997542576178	-	putative ribose operon repressor	316972
SAUSA300_0269	2	191451	0.59997542576178	-	choloylglycine hydrolase family protein	322017
SAUSA300_1005	8	186244	0.59997542576178	-	manganese transport protein MntH	1100206
SAUSA300_1019	9	72561	0.59997542576178	-	hypothetical protein	1117089
SAUSA300_1849	15	183313	0.59997542576178	mutY	A/G-specific adenine glycosylase	2011237
SAUSA300_2270	19	89767	0.59997542576178	glvC	PTS system- arbutin-like IIBC component	2439955
SAUSA300_2505	21	99971	0.59997542576178	-	acetyltransferase	2711291
SAUSA300_2592	22	79029	0.59997542576178	-	hypothetical protein	2820915
SAUSA300_0314	3	104068	0.599985746690727	-	sodium-solute symporter family protein	365200
SAUSA300_1404	12	133848	0.599985746690727	-	phiSLT ORF 563-like protein- terminase- large subunit	1570074
SAUSA300_1735	15	91650	0.599985746690727	menC	O-succinylbenzoic acid synthetase	1919574
SAUSA300_2363	19	188475	0.599985746690727	-	cation efflux family protein	2538663
SAUSA300_1971	16	167931	0.599985746690727	-	phi77 ORF017-like protein	2126421
SAUSA300_0567	5	119317	0.599985746690728	-	hypothetical protein	641581
SAUSA300_0327	3	119100	0.599998537715014	-	hypothetical protein	380232
SAUSA300_0708	6	134206	0.599998537715014	hisC	histidinol-phosphate aminotransferase	787036
SAUSA300_2463	20	179658	0.599998537715014	ddh	D-lactate dehydrogenase	2660412
SAUSA300_0166	1	189508	0.599998537715015	cap5O	capsular polysaccharide biosynthesis protein Cap5O	189508
SAUSA300_1020	9	72624	0.599998537715015	-	glycerophosphoryl diester phosphodiesterase family protein	1117152
SAUSA300_1045	9	99941	0.599998537715015	uvrC	excinuclease ABC subunit C	1144469
SAUSA300_2051	17	126644	0.599998537715015	-	hypothetical protein	2215700
SAUSA300_2544	21	137487	0.599998537715015	-	hypothetical protein	2748807
SAUSA300_0346	3	138665	0.60001465460672	-	hypothetical protein	399797
SAUSA300_0514	4	185406	0.60001465460672	cysE	serine acetyltransferase	577104
SAUSA300_0943	8	117914	0.60001465460672	-	acetyltransferase	1031876
SAUSA300_1214	10	157285	0.60001465460672	-	hypothetical protein	1332379
SAUSA300_1449	12	165700	0.60001465460672	-	MutT/nudix family protein	1601926
SAUSA300_2455	20	172494	0.60001465460672	-	putative fructose-1-6-bisphosphatase	2653248
SAUSA300_2546	21	139947	0.60001465460672	betB	glycine betaine aldehyde dehydrogenase	2751267
SAUSA300_2215	18	165923	0.60001465460672	-	hypothetical protein	2385545
SAUSA300_2242	18	189426	0.60001465460672	ureF	urease accessory protein UreF	2409048
SAUSA300_2321	19	144506	0.60001465460672	-	hypothetical protein	2494694
SAUSA300_0503	4	170348	0.600035358446834	-	transcriptional regulator- gntR family protein	562046
SAUSA300_0580	5	132407	0.600035358446834	-	hypothetical protein	654671
SAUSA300_1294	11	119635	0.600035358446834	-	hypothetical protein	1425295
SAUSA300_1503	13	88279	0.600035358446834	-	putative competence protein ComGB	1655071
SAUSA300_1625	14	81888	0.600035358446834	rplT	50S ribosomal protein L20	1779246
SAUSA300_0179	2	71066	0.600035358446834	-	formate dehydrogenase	201632
SAUSA300_2246	18	191853	0.60006256974767	-	hypothetical protein	2411475
SAUSA300_2634	22	120166	0.60006256974767	-	ABC transporter permease	2862052
SAUSA300_2603	22	88587	0.60006256974767	lip	triacylglycerol lipase	2830473
SAUSA300_0070	1	77945	0.600062569747671	-	putative lysophospholipase	77945
SAUSA300_1438	12	155712	0.600099329815547	-	phiSLT ORF401-like protein- integrase	1591938
SAUSA300_2561	21	161160	0.600099329815547	phoB	alkaline phosphatase	2772480
SAUSA300_1192	10	139653	0.600099329815547	glpK	glycerol kinase	1314747
SAUSA300_1609	13	193420	0.600099329815547	-	type III leader peptidase family protein	1760212
SAUSA300_2140	18	97575	0.600099329815547	-	hypothetical protein	2317197
SAUSA300_2521	21	112722	0.600099329815547	-	hypothetical protein	2724042
SAUSA300_0262	2	183932	0.600150687525613	rbsK	ribokinase	314498
SAUSA300_0106	1	118510	0.600150687525613	-	putative drug transporter	118510
SAUSA300_1332	11	188443	0.600150687525613	-	putative 5--3- exonuclease	1494103
SAUSA300_1930	16	138288	0.600150687525613	-	phi77 ORF001-like protein- phage tail tape measure protein	2096778
SAUSA300_0025	0	163910	0.600225526428725	-	5--nucleotidase family protein	33344
SAUSA300_0357	3	146936	0.600225526428725	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	408068
SAUSA300_2240	18	188279	0.600225526428725	ureC	urease subunit alpha	2407901
SAUSA300_2606	22	92351	0.600225526428725	hisF	imidazole glycerol phosphate synthase subunit HisF	2834237
SAUSA300_0226	2	139483	0.600225526428726	-	3-hydroxyacyl-CoA dehydrogenase	270049
SAUSA300_0974	8	153957	0.600225526428726	purN	phosphoribosylglycinamide formyltransferase	1067919
SAUSA300_2375	20	72362	0.600225526428726	-	ABC transporter ATP-binding/permease	2553116
SAUSA300_0680	6	102753	0.600340670251604	norA	multi drug resistance protein	755583
SAUSA300_0321	3	113597	0.600531196500508	-	hypothetical protein	374729
SAUSA300_0610	5	162272	0.600531196500508	-	putative monovalent cation/H+ antiporter subunit A	684536
SAUSA300_2522	21	114162	0.600531196500508	-	hypothetical protein	2725482
SAUSA300_0273	2	194369	0.600531196500508	-	hypothetical protein	324935
SAUSA300_1702	14	180550	0.600531196500508	-	cell wall surface anchor family protein	1877908
SAUSA300_1504	13	89321	0.600880527963837	-	putative competence protein ComGA	1656113
SAUSA300_1749	15	101860	0.600880527963837	-	hypothetical protein	1929784
SAUSA300_2020	17	92908	0.600880527963837	-	hypothetical protein	2181964
SAUSA300_2343	19	166604	0.600880527963837	-	respiratory nitrate reductase- alpha subunit	2516792
SAUSA300_0760	7	66127	0.60114025341295	eno	phosphopyruvate hydratase	849523
SAUSA300_1356	12	86472	0.601299084801074	aroB	3-dehydroquinate synthase	1522698
SAUSA300_0678	6	100153	0.601629106376952	-	hypothetical protein	752983
SAUSA300_1248	10	195596	0.601629106376952	-	hypothetical protein	1370690
SAUSA300_1679	14	151947	0.601629106376952	acsA	acetyl-CoA synthetase	1849305
SAUSA300_0207	2	115212	0.601863695523843	-	hypothetical protein	245778
SAUSA300_2126	18	79621	0.602691781971976	-	EmrB/QacA family drug resistance transporter	2299243
SAUSA300_0413	4	75206	0.60372318465995	-	tandem lipoprotein	466904
SAUSA300_0628	5	179079	0.60372318465995	-	glycerol-3-phosphate cytidylyltransferase	701343
SAUSA300_1505	13	90347	0.60372318465995	-	hypothetical protein	1657139
SAUSA300_2429	20	132432	0.60372318465995	-	tandem lipoprotein	2613186
SAUSA300_0973	8	153388	0.604896957244197	purM	phosphoribosylaminoimidazole synthetase	1067350
SAUSA300_0759	6	195259	0.609091423949244	gpmI	phosphoglyceromutase	848089
SAUSA300_1729	15	84921	0.610405491195953	-	hypothetical protein	1912845
SAUSA300_0024	0	161364	0.611450624974529	-	metallo-beta-lactamase family protein	30798
SAUSA300_0931	8	107544	0.612008732169738	-	hypothetical protein	1021506
SAUSA300_0582	5	133879	0.614040876156053	-	hypothetical protein	656143
SAUSA300_2543	21	136763	0.614040876156053	-	hypothetical protein	2748083
SAUSA300_0289	3	83374	0.614040876156054	-	hypothetical protein	344506
SAUSA300_1558	13	139904	0.614040876156054	mtnN	5--methylthioadenosine/S-adenosylhomocysteine nucleosidase	1706696
SAUSA300_0911	8	85928	0.614689839534688	-	transporter- monovalent cation-proton antiporter-2 -CPA2- family protein	999890
SAUSA300_1855	15	189488	0.61594260302175	sgtB	glycosyltransferase	2017412
SAUSA300_1147	10	84532	0.617278874723231	hslU	ATP-dependent protease ATP-binding subunit HslU	1259626
SAUSA300_2156	18	113486	0.620181091228281	-	lactose phosphotransferase system repressor	2333108
SAUSA300_1790	15	144595	0.620232499112948	prsA	foldase protein PrsA	1972519
SAUSA300_1073	9	128897	0.620897014882235	mraW	S-adenosyl-methyltransferase MraW	1173425
SAUSA300_1599	13	186461	0.62225353307075	-	hypothetical protein	1753253
SAUSA300_1468	12	186701	0.622890199267635	recN	DNA repair protein RecN	1622927
SAUSA300_2166	18	124657	0.624257596537485	alsS	acetolactate synthase	2344279
SAUSA300_1315	11	142664	0.624327942191329	crr	PTS system- glucose-specific IIA component	1448324
SAUSA300_1314	11	142443	0.624571197646899	-	hypothetical protein	1448103
SAUSA300_0527	5	66841	0.625631523993466	rpoB	DNA-directed RNA polymerase subunit beta	589105
SAUSA300_1228	10	171559	0.628125255237963	thrB	homoserine kinase	1346653
SAUSA300_2253	19	70231	0.630991532308039	ssaA	secretory antigen precursor SsaA	2420419
SAUSA300_0756	6	191527	0.632126247471148	gap	glyceraldehyde-3-phosphate dehydrogenase- type I	844357
SAUSA300_1535	13	117826	0.6334452776942	rpsU	30S ribosomal protein S21	1684618
SAUSA300_1687	14	162241	0.635582948080696	-	FtsK/SpoIIIE family protein	1859599
SAUSA300_1161	10	101283	0.637869118047785	-	ribosomal protein L7Ae	1276377
SAUSA300_0009	0	144665	0.638146621966683	serS	seryl-tRNA synthetase	14099
SAUSA300_0902	8	77455	0.638256846177251	pepF	oligoendopeptidase F	991417
SAUSA300_2188	18	143707	0.640834734764436	rplR	50S ribosomal protein L18	2363329
SAUSA300_1179	10	124055	0.641263907654894	-	phosphodiesterase	1299149
SAUSA300_0850	7	145268	0.642647778249588	mnhF	putative monovalent cation/H+ antiporter subunit F	928664
SAUSA300_2082	17	156027	0.644477908459764	rpoE	DNA-directed RNA polymerase subunit delta	2245083
SAUSA300_0772	7	78553	0.645110510161839	clfA	clumping factor A	861949
SAUSA300_1379	12	108502	0.645588208780692	-	putative lipoprotein	1544728
SAUSA300_2066	17	139679	0.645874326863464	upp	uracil phosphoribosyltransferase	2228735
SAUSA300_0252	2	174474	0.646069103872671	-	glycosyl transferase- group 2 family protein	305040
SAUSA300_0691	6	114411	0.646341712580975	saeR	DNA-binding response regulator SaeR	767241
SAUSA300_0533	5	75645	0.646833377587848	tuf	elongation factor Tu	597909
SAUSA300_1579	13	162965	0.647142691047096	-	aminotransferase- class V	1729757
SAUSA300_0014	0	150878	0.647851647539446	-	hypothetical protein	20312
SAUSA300_1144	10	81208	0.648222459712526	gid	tRNA -uracil-5---methyltransferase Gid	1256302
SAUSA300_1346	12	75076	0.650279725990409	-	DnaQ family exonuclease/DinG family helicase	1511302
SAUSA300_2187	18	143186	0.650703057225384	rpsE	30S ribosomal protein S5	2362808
SAUSA300_1641	14	102250	0.65173806008336	gltA	citrate synthase	1799608
SAUSA300_1359	12	90064	0.653658337769507	-	polyprenyl synthetase	1526290
SAUSA300_1381	12	109944	0.65394166311672	lukF-PV	Panton-Valentine leukocidin- LukF-PV	1546170
SAUSA300_1003	8	185460	0.656344764527138	-	hypothetical protein	1099422
SAUSA300_1074	9	129312	0.65683099269974	ftsL	cell division protein	1173840
SAUSA300_1677	14	146858	0.657192925319541	-	cell wall surface anchor family protein	1844216
SAUSA300_0434	4	96788	0.658285496220943	metB	cystathionine gamma-synthase	488486
SAUSA300_2128	18	81957	0.659709277344731	-	putative drug transporter	2301579
SAUSA300_2486	21	75980	0.660926610096487	-	putative ATP-dependent Clp proteinase	2687300
SAUSA300_2526	21	117597	0.661113840463283	pyrD	dihydroorotate dehydrogenase 2	2728917
SAUSA300_0107	1	119003	0.661308588066743	-	Na/Pi cotransporter family protein	119003
SAUSA300_0380	3	168279	0.661562403829992	ahpC	alkyl hydroperoxide reductase subunit C	429411
SAUSA300_0737	6	167116	0.661789404542924	secA	preprotein translocase subunit SecA	819946
SAUSA300_1781	15	134787	0.662540267586236	hemG	protoporphyrinogen oxidase	1962711
SAUSA300_1301	11	125741	0.662738715642582	-	hypothetical protein	1431401
SAUSA300_2541	21	132790	0.663622602937445	mqo	malate-quinone oxidoreductase	2744110
SAUSA300_1755	15	112575	0.6644205737794	splD	serine protease SplD	1940499
SAUSA300_0535	5	78460	0.664902173885475	-	2-amino-3-ketobutyrate coenzyme A ligase	600724
SAUSA300_2622	22	107979	0.664904444583976	-	hypothetical protein	2849865
SAUSA300_1078	9	135470	0.665297660979701	divIB	cell division protein	1179998
SAUSA300_1606	13	191438	0.665371789203531	-	hypothetical protein	1758230
SAUSA300_2362	19	187462	0.668016780818576	gpmA	phosphoglyceromutase	2537650
SAUSA300_1154	10	90866	0.672534008060591	cdsA	phosphatidate cytidylyltransferase	1265960
SAUSA300_1333	11	189341	0.673754541926056	-	hypothetical protein	1495001
SAUSA300_2024	17	97166	0.674026228486022	rsbV	anti-sigma-B factor- antagonist	2186222
SAUSA300_1026	9	77416	0.674509233748687	-	hypothetical protein	1121944
SAUSA300_0988	8	170112	0.675565648779017	trkA	potassium uptake protein	1084074
SAUSA300_1083	9	140496	0.676514066159034	-	hypothetical protein	1185024
SAUSA300_0627	5	178618	0.67871683043941	tagX	teichoic acid biosynthesis protein X	700882
SAUSA300_0716	6	143409	0.678908306877853	-	ribonucleotide-diphosphate reductase subunit alpha	796239
SAUSA300_0650	6	73044	0.679200633819009	-	phosphate transporter family protein	725874
SAUSA300_2181	18	140021	0.679666378468542	rpmJ	50S ribosomal protein L36	2359643
SAUSA300_0364	3	157120	0.680363589745675	ychF	GTP-dependent nucleic acid-binding protein EngD	418252
SAUSA300_1143	10	79745	0.682248282545313	topA	DNA topoisomerase I	1254839
SAUSA300_0838	7	135110	0.683969414084051	dltD	D-alanine-activating enzyme/D-alanine-D-alanyl- dltD protein	918506
SAUSA300_2130	18	84179	0.685036860348138	-	UTP-glucose-1-phosphate uridylyltransferase family protein	2303801
SAUSA300_0027	0	166335	0.685843397688788	-	hypothetical protein	35769
SAUSA300_2068	17	141601	0.686968036338385	-	hypothetical protein	2230657
SAUSA300_2189	18	144097	0.689386897568931	rplF	50S ribosomal protein L6	2363719
SAUSA300_0495	4	162401	0.691668594153115	-	hypothetical protein	554099
SAUSA300_0681	6	103498	0.692288402087418	-	hypothetical protein	756328
SAUSA300_1650	14	117314	0.692931371213855	-	hypothetical protein	1814672
SAUSA300_0674	6	96100	0.693816303985572	-	aldo/keto reductase family oxidoreductase	748930
SAUSA300_2578	21	181195	0.694599026280672	-	putative phage infection protein	2792515
SAUSA300_2184	18	141241	0.696359152970716	secY	preprotein translocase subunit SecY	2360863
SAUSA300_1873	16	74267	0.696478776285417	-	Mur ligase family protein	2032757
SAUSA300_0715	6	141341	0.698456964349361	nrdI	ribonucleotide reductase stimulatory protein	794171
SAUSA300_0921	8	97945	0.698565274181145	prfC	peptide chain release factor 3	1011907
SAUSA300_1470	12	189280	0.699184467131539	-	geranyltranstransferase	1625506
SAUSA300_0570	5	123001	0.700415077316448	eutD	phosphotransacetylase	645265
SAUSA300_2407	20	111631	0.700818554960617	-	oligopeptide ABC transporter ATP-binding protein	2592385
SAUSA300_0634	5	187704	0.701082342791048	fhuB	ferrichrome transport permease fhuB	709968
SAUSA300_1622	14	78726	0.701264174703177	tig	trigger factor	1776084
SAUSA300_1634	14	91741	0.702070145502861	coaE	dephospho-CoA kinase	1789099
SAUSA300_1472	12	190362	0.703567236126349	xseA	exodeoxyribonuclease VII large subunit	1626588
SAUSA300_0125	1	144913	0.704843706977829	-	pyridoxal-dependent decarboxylase	144913
SAUSA300_2177	18	137816	0.706257351703793	rplQ	50S ribosomal protein L17	2357438
SAUSA300_1261	11	84255	0.706457203635122	-	putative glutamyl aminopeptidase	1389915
SAUSA300_0632	5	185585	0.706657390810242	-	hypothetical protein	707849
SAUSA300_1538	13	120402	0.708448660538477	prmA	ribosomal protein L11 methyltransferase	1687194
SAUSA300_2364	19	191403	0.709740186105499	sbi	IgG-binding protein SBI	2541591
SAUSA300_0531	5	72040	0.71178159298947	-	30S ribosomal protein S7	594304
SAUSA300_1168	10	110972	0.712445493539493	-	RNA-metabolising metallo-beta-lactamase	1286066
SAUSA300_0742	6	175954	0.714734291476857	uvrA	excinuclease ABC subunit A	828784
SAUSA300_1659	14	127337	0.714986577778563	tpx	thiol peroxidase	1824695
SAUSA300_1243	10	188862	0.715501435790347	sbcC	exonuclease SbcC	1363956
SAUSA300_1461	12	179942	0.715672257953853	-	hypothetical protein	1616168
SAUSA300_2002	17	72747	0.715889399215776	-	putative DNA-binding/iron metalloprotein/AP endonuclease	2161803
SAUSA300_0249	2	169989	0.716384466328039	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	300555
SAUSA300_2205	18	151423	0.716945878199811	rpsJ	30S ribosomal protein S10	2371045
SAUSA300_0596	5	148569	0.717323086722721	argS	arginyl-tRNA synthetase	670833
SAUSA300_2411	20	114999	0.719651002001551	opp-1A	oligopeptide permease- peptide-binding protein	2595753
SAUSA300_2410	20	114051	0.719704098594418	-	oligopeptide ABC transporter permease	2594805
SAUSA300_0474	4	141231	0.720612175895459	-	putative endoribonuclease L-PSP	532929
SAUSA300_0489	4	157859	0.722100245922654	-	putative cell division protein FtsH	549557
SAUSA300_1867	16	68756	0.723039862690275	-	hypothetical protein	2027246
SAUSA300_2412	20	116740	0.725462898293115	-	hypothetical protein	2597494
SAUSA300_2207	18	152669	0.72734312738833	-	xanthine/uracil permease family protein	2372291
SAUSA300_1304	11	128845	0.727457281596521	-	hypothetical protein	1434505
SAUSA300_0517	4	187941	0.731174107528826	-	RNA methyltransferase	579639
SAUSA300_1150	10	87502	0.732088827621315	tsf	elongation factor Ts	1262596
SAUSA300_0995	8	178046	0.732170806623428	-	branched-chain alpha-keto acid dehydrogenase subunit E2	1092008
SAUSA300_2643	22	125022	0.732418526014134	-	ParB family chromosome partioning protein ParB family	2866908
SAUSA300_0774	7	81673	0.732846054712463	empbp	secretory extracellular matrix and plasma binding protein	865069
